;we.ep;we.eBH;wi.ep;wi.eBH;;;;;;;;;
ee3d464b8281b51348981e9432494976;0.50313103;0.991708994;0.549214572;0.991363334;;;;;;;;;
7989d39952366b9f35c24a2c7b3b3aa2;0.47481283;0.99143116;0.490884667;0.991372158;;;;;;;;;
500d23ac1836e49da4619dcb525073e6;0.42751397;0.991583115;0.499606643;0.99139204;;;;;;;;;
c2e25f4d5a5b5b091c5cedc8b3724f29;0.460638753;0.991862429;0.481941266;0.991392142;;;;;;;;;
a166e7b2aaaa103622dad14b76bc2133;0.426467829;0.991495643;0.474312269;0.991399686;;;;;;;;;
b9a38767ce10c96ba8c7b7c39d7883c9;0.494287238;0.991181634;0.516941009;0.991405855;;;;;;;;;
c0ade93fb8569e8627b3118ee7d29f8f;0.506024809;0.991826757;0.527880759;0.991411803;;;;;;;;;
92010cc88c1ce1b949844c8bd4bbd14c;0.490980302;0.991881931;0.543580638;0.991430151;;;;;;;;;
18466425f61533332d36c023e37cbf13;0.514112226;0.991544813;0.55803296;0.991430165;;;;;;;;;
97401d5295f00ae18a13a7db92916b6e;0.488914529;0.991396975;0.513990513;0.991436444;;;;;;;;;
c1d7f62eb2f01321027841a06773db54;0.282387976;0.991206753;0.294666868;0.991453634;;;;;;;;;
4768975305be4fdd4adfeeb4580bac08;0.473059378;0.991831018;0.491646956;0.991463764;;;;;;;;;
3278b9d7d25422f769bf5616fb2bf16b;0.314086657;0.991242462;0.361479651;0.991472726;;;;;;;;;
74f7bfd3a6dfc2fc98d89529ab5a1a76;0.521618053;0.992274527;0.539238289;0.991476526;;;;;;;;;
497694aa71a31ed126557715a24b384e;0.543075286;0.98921159;0.564242788;0.991478928;;;;;;;;;
2ec4bec469b6004da2fbdf13d8b312ff;0.484103991;0.990761392;0.525080664;0.991479638;;;;;;;;;
a48655b54ed1f9099950a28b33f8deb3;0.513545533;0.98869516;0.532762688;0.99148222;;;;;;;;;
079bc5e69689cc4bc67fa52f0602cd2c;0.472967453;0.991398901;0.476256877;0.991507881;;;;;;;;;
9cb10f2d802ec0ea6271024e5c161d49;0.42868234;0.991886751;0.464316704;0.991529763;;;;;;;;;
e9d5b2bcd1fbfc28c9d8b56674a8e36d;0.501866349;0.992204785;0.50706403;0.991533555;;;;;;;;;
01660025bfeb27434993ab69e5c30b7d;0.431678647;0.991794904;0.489877172;0.991537566;;;;;;;;;
60bb9503c464dd2a97197f6a8674bcb5;0.504762898;0.992124136;0.537511891;0.991557936;;;;;;;;;
5ce9400218b25bf9bc961b90d585d126;0.540675425;0.99242544;0.548907664;0.99157744;;;;;;;;;
4ed7f4ec87a75dcd5a8f55c4a7c1c784;0.529603518;0.992535074;0.555113315;0.991578666;;;;;;;;;
dbb1c7dac3caf48d3ddf510188a6341a;0.503587869;0.991825277;0.529966449;0.99157969;;;;;;;;;
65cb8c8dbfc4c9272239e9f8d698486c;0.504319002;0.991278378;0.547684209;0.99158802;;;;;;;;;
16254fa66852cedabd7ce1790c214de2;0.416991442;0.991361471;0.464698491;0.991600695;;;;;;;;;
a719eae89555a392853918c8a70cd11a;0.486395107;0.992261058;0.507313091;0.991608339;;;;;;;;;
ef09acd3004be4d96f50205b7b60255e;0.50573109;0.992161765;0.548481528;0.991610774;;;;;;;;;
f3fc2c0945906252c0bff6051240fff9;0.490396747;0.991000462;0.498422396;0.99161369;;;;;;;;;
5686a88951c748a7c2e6e891acc4eec3;0.485349076;0.99154913;0.506830715;0.991619086;;;;;;;;;
3fe3e1f4902f044c6383c382827825b4;0.324067798;0.991284455;0.372300494;0.991622278;;;;;;;;;
6e4f4eb9a98fa08e9ac1e20aa0abe6d3;0.510774695;0.992637877;0.513048257;0.991641301;;;;;;;;;
cc1963b2c463e2f63c715c3e0ed377cc;0.475892786;0.992026462;0.504386376;0.991643337;;;;;;;;;
0e26cc45578679fa527d8cb4715326bc;0.499124491;0.992212594;0.522366053;0.991647845;;;;;;;;;
106a3fba867e7be6af538ae2c25776af;0.500880916;0.991522776;0.51086005;0.99164831;;;;;;;;;
fd74818d7a3d6094b330502c6a1b5dc9;0.460879195;0.991049785;0.512845151;0.991654524;;;;;;;;;
c7633bb3567419707da1404ea91c200f;0.44624801;0.991308101;0.495537459;0.991660138;;;;;;;;;
3af9f23d54a9a763da71a9e5b08850f4;0.447607653;0.991356595;0.465841282;0.99166212;;;;;;;;;
f6b3aec07af3542358c26641b1ab97d7;0.266003009;0.991086212;0.35070862;0.991662129;;;;;;;;;
3255ed023935687a6d89a71a718b1054;0.515345517;0.991396432;0.557806073;0.991671402;;;;;;;;;
1870636ae8042be622f3c25058b8842f;0.516716057;0.991053191;0.521831294;0.991688781;;;;;;;;;
3979d4a23501d1c0c84e7ad6d0b99113;0.484534691;0.992163151;0.535985705;0.99168918;;;;;;;;;
d64bd88c06f4b77c25c98df83aa6f4c6;0.50922673;0.991878608;0.552578029;0.991689819;;;;;;;;;
9e834bbf6160bc05634098e3bfd0b61e;0.447309963;0.991220964;0.480200728;0.991692409;;;;;;;;;
77ad3822cc542b984f5a39bcda592af9;0.472403951;0.991769444;0.526776211;0.991696213;;;;;;;;;
d42d71a14d37e77607d41a7a30e84d86;0.452082836;0.99209062;0.486877828;0.991713859;;;;;;;;;
87c3a543ac7ed208f4d389da82d324ff;0.497973943;0.99167001;0.530464251;0.991715717;;;;;;;;;
e586338f443c5f94f4dbad624dcb1fa7;0.468760152;0.992212819;0.482217323;0.99177247;;;;;;;;;
593496315c7050c0003c302b4e91c936;0.522444935;0.992094368;0.563678784;0.991774316;;;;;;;;;
865b6a55e55c7e52fb167326815c844d;0.475115444;0.992165527;0.517964251;0.99177733;;;;;;;;;
db527f82c16b24ab72c7a58924f73f6f;0.498407209;0.991496795;0.544610628;0.991788688;;;;;;;;;
1293141ae6269c5dc34805442a6aaf82;0.542950667;0.99264399;0.586136428;0.991808254;;;;;;;;;
3f20e7f04421d1ec772441f3dabcbb77;0.418451956;0.991999717;0.463610975;0.991818842;;;;;;;;;
c7bac231129f177f0799d338d3da84f7;0.361225262;0.991084776;0.44345916;0.991820941;;;;;;;;;
afc124ade19bf60bc6d6648003b4cf0e;0.292755336;0.990998813;0.337763845;0.991824446;;;;;;;;;
89cd2f845ecaf087c9c87c6fdd8a7ae5;0.499478492;0.99146028;0.514671817;0.9918268;;;;;;;;;
58861fbe8985bac3dffb7b91fe642ba3;0.441806302;0.991321198;0.485707399;0.991831451;;;;;;;;;
47b6a8139d051d3d6118d2aaef6fc7f0;0.496343729;0.991358189;0.499639744;0.99184099;;;;;;;;;
5df6aebb56f7cb4482a3bdd2a017211c;0.498401901;0.990300478;0.566532227;0.991846202;;;;;;;;;
4cc5bb94c3a5ee0f75c13769c0aec80b;0.504036186;0.99108472;0.527454301;0.991847783;;;;;;;;;
8416405e33ebfaca47ce1891b1c11275;0.385720977;0.990966619;0.449965613;0.991848203;;;;;;;;;
463cfd6e35025b0b84b16434f26160b0;0.449698107;0.991715566;0.495481541;0.991851012;;;;;;;;;
6baaad8156d7bd71a15a42263fda0928;0.473888918;0.991813673;0.517805494;0.99185673;;;;;;;;;
61a66ce07a9de2271ad300af715c0ffd;0.489630243;0.992258747;0.504557667;0.991860786;;;;;;;;;
83bb3bdacdc418fd4af73ff7be5b111f;0.477375168;0.990620239;0.507055995;0.991862143;;;;;;;;;
ae78bc70574c4d8663e1880e2c736f74;0.482154159;0.991364565;0.498396043;0.991890673;;;;;;;;;
97289bb07dac4b0b4636fdf8713c0a8e;0.494193717;0.991109188;0.497380836;0.991902513;;;;;;;;;
8434a66f2be42c753c65b5c930bac17e;0.538261051;0.992333072;0.545784592;0.991918289;;;;;;;;;
cd635f69694fd03bac983ccedc9e0b04;0.498150819;0.992102514;0.522068465;0.991940364;;;;;;;;;
9e0baaba8e2c9d8e55b4f74f3f26dcaf;0.469420044;0.991081744;0.499665775;0.991951427;;;;;;;;;
f95568b27a31881adf11ed53574c7d27;0.483844907;0.991500005;0.521750951;0.991959802;;;;;;;;;
eb763f2cb07d6405b2f9ddcff0ad8fe2;0.478740859;0.992478299;0.508326692;0.99196564;;;;;;;;;
4e23cd96102e0ed32f64703ead1df027;0.48800837;0.992172721;0.489093673;0.991966577;;;;;;;;;
1cbcc2fd1d694c740462dc682c68b7a0;0.489990371;0.991926276;0.495959417;0.991971413;;;;;;;;;
d3d4d2a0bc77de600a34695412b43756;0.40975341;0.991752279;0.459872159;0.991980949;;;;;;;;;
be14fea5ec7080c11677c84d8eb58b76;0.508772547;0.992317362;0.502189171;0.991983937;;;;;;;;;
114148a64cae6b5c06afa20b25b0b10e;0.509244321;0.992433474;0.531431895;0.991986181;;;;;;;;;
9a22df7841657a956cc6c0748b0945ac;0.480685503;0.991221323;0.49916958;0.992007861;;;;;;;;;
8e754cefe13e2c3a1ab54a8d963e7493;0.493803219;0.991797868;0.517317976;0.992032006;;;;;;;;;
78b4d319b268d82e20c0522c6811f6f2;0.49416128;0.99187058;0.522481103;0.992044796;;;;;;;;;
223fd76af42abb16b65ec19ebb70ed7d;0.502020307;0.992548804;0.499762508;0.992056747;;;;;;;;;
44ed8f0c92675957eb7c75558746d549;0.484300857;0.991900758;0.52427499;0.992062821;;;;;;;;;
f1c09538e39f83a2d1d55f36d7ec9b23;0.501971051;0.991531939;0.537035299;0.992069195;;;;;;;;;
05985c46824104cef1676e214742c55f;0.531751567;0.992075385;0.54723172;0.992078624;;;;;;;;;
8b1732cfb79b4fd717e1f1fcc6929203;0.476933804;0.992120064;0.524252172;0.992084622;;;;;;;;;
f3a09035585927165b9f4266855b4177;0.503762841;0.991061971;0.554385091;0.992090482;;;;;;;;;
4ad9cfa8dd926a5d093e8f8b7fd9b29d;0.486706306;0.991839268;0.516526442;0.992091449;;;;;;;;;
23eb476010601ad9bb8ae90794f47e2c;0.487197843;0.992040905;0.504904425;0.992099854;;;;;;;;;
3d569198fb8509e5abc403d5e49b5bfd;0.477830551;0.992033995;0.515521519;0.992100351;;;;;;;;;
9a335ac67806bda6b646c5067c1e872a;0.492724512;0.991762887;0.510785813;0.992101088;;;;;;;;;
f4b80848b37abd5d6c3ec204484655bc;0.471893844;0.992014417;0.507785505;0.992101394;;;;;;;;;
3e4b55874e14339264ba0933982568b3;0.364710199;0.991660794;0.375011891;0.992103245;;;;;;;;;
85b2cc54f0413994731b7dd6d7253a35;0.504827449;0.99178243;0.509088338;0.992109708;;;;;;;;;
9e2fc91e694c133111cd809aa5465bb7;0.519702984;0.990805439;0.545701036;0.992113291;;;;;;;;;
2085f947ea2b1cfe5631bce75f90b05b;0.471062227;0.992095281;0.503825586;0.992116758;;;;;;;;;
97fc62e42b493bd7b57b26afd124c214;0.452480057;0.992082475;0.482792575;0.992122586;;;;;;;;;
344b1f6e3f0941784cbc70f6226e1b81;0.497882728;0.992147691;0.503420339;0.992123473;;;;;;;;;
6d44c864c8ea3c45a2574cfcf3df5a7f;0.454082247;0.991154152;0.485393742;0.992137178;;;;;;;;;
a63f9f3438bcde003769de3f1a211773;0.241647471;0.990700298;0.296295892;0.992139767;;;;;;;;;
de11521959036e5985b355252734c125;0.472601062;0.991501034;0.501270375;0.992140052;;;;;;;;;
25ea026d8e2201c1d9e2bd665927f546;0.428459376;0.99198816;0.469386634;0.992149329;;;;;;;;;
1f63972e5c39f7c2e2c530fdd72d579a;0.408039805;0.991760239;0.439192012;0.992160877;;;;;;;;;
0e1acfac64e64015b0b307b2d9111690;0.491089659;0.991897708;0.512057474;0.992169557;;;;;;;;;
05ff1394afc7f3fd8ec68cab7c32c528;0.507107031;0.991393249;0.512136531;0.992172575;;;;;;;;;
2467d529e34d98a36483d06fe1c94603;0.489104711;0.991767818;0.488123457;0.99218457;;;;;;;;;
bf444fdc1cd963c4b136c9afcfeac93d;0.497329233;0.990555204;0.513413976;0.99219124;;;;;;;;;
398d59cda0f4df31fdfe4db6cb79bc29;0.482422012;0.991898999;0.535335253;0.992195604;;;;;;;;;
1ff6c8531541c21d6e939c3e81bffdd1;0.496687106;0.991233129;0.505496388;0.992202773;;;;;;;;;
20613ffe61c28ec15e7d0ba578982078;0.316455074;0.990605594;0.252886865;0.992208621;;;;;;;;;
8e028a4a12ed790af36d58a651088ab3;0.492741379;0.990413553;0.510503972;0.992240833;;;;;;;;;
7a322413e3f74dc32dee74130ad7513b;0.49313837;0.991432501;0.506743624;0.992258999;;;;;;;;;
4aa18af58556df9730b7de54e0a86dc1;0.497777865;0.991603682;0.515879525;0.992274474;;;;;;;;;
66754b1b3d13b4422dfe0fbc737dea4c;0.491397099;0.992515686;0.501418526;0.992281822;;;;;;;;;
53f431ae98c695a089a21a1415a17ef1;0.503604348;0.991969284;0.527821948;0.992284777;;;;;;;;;
23f5ef29f7043487267a9b08ce4ca8ae;0.364859555;0.991330617;0.370526532;0.992288689;;;;;;;;;
0d253fab2ee1b2e5c1db32056bc66f52;0.468993378;0.991721662;0.453212734;0.992302341;;;;;;;;;
8216fa59eab76eb6a043e79c949b4408;0.532658593;0.990790104;0.55636955;0.99231125;;;;;;;;;
b6525b8374de643037fe3d3a10822ed4;0.461008024;0.991736502;0.48343178;0.992324489;;;;;;;;;
3f6f670332746f994e723cf392d57085;0.500626591;0.991238794;0.545809659;0.992325111;;;;;;;;;
f3d1e600bbdd54f26b8d586a218065e2;0.514176715;0.991425996;0.545968737;0.992326411;;;;;;;;;
6465753b13fc655ffdcf55e9b2b1f231;0.490286674;0.991479044;0.182989896;0.992327708;;;;;;;;;
b02696f449b1b28d5f430d96d9bda7ac;0.465527398;0.989888329;0.503759063;0.992336449;;;;;;;;;
b3701de803e33c8261ebf7e110181eda;0.408710391;0.991258117;0.462578093;0.992343739;;;;;;;;;
c7b99de1146e7e81c850b7f33a5280da;0.413646451;0.991348167;0.443338004;0.992359782;;;;;;;;;
89b09d8c06b470146efd3305b2bdf389;0.494056649;0.992100084;0.532430713;0.99236266;;;;;;;;;
6cd47b5f8f8304fc21b988ff670b5ce2;0.4756645;0.992075202;0.516673308;0.992366345;;;;;;;;;
7a2713eff78c2918ef1fced92c3065f9;0.469437785;0.991933473;0.51470524;0.992367229;;;;;;;;;
a543a8d8c178897cb08dc2d51428b1de;0.464164753;0.991450226;0.51203787;0.992367457;;;;;;;;;
7638f914da91dab39d24e2752fe3e5ac;0.496843648;0.992076516;0.509337078;0.992380967;;;;;;;;;
664fe8fdf8c62a385bbc19b2b785307e;0.517053525;0.991941303;0.522886672;0.992384934;;;;;;;;;
4ca92d367c70c60d30bf725ceb1f82ea;0.241466869;0.990341304;0.155155414;0.992385855;;;;;;;;;
ee8ac2919dd1ee72c5160ae0f99ae8df;0.48471182;0.992048529;0.523240179;0.99238586;;;;;;;;;
f6bd3feda37b59f9a1b9facc3da3e2a6;0.415182924;0.991418571;0.467623277;0.992386353;;;;;;;;;
2ce3d432d438aa2119670287c03707c0;0.486733633;0.991213593;0.514005618;0.992389644;;;;;;;;;
cda4eaa05b8bb40fae79d697b652757d;0.428198546;0.990838566;0.470787806;0.992393636;;;;;;;;;
1b9828368f971f45a7d246a9f2e19323;0.48341415;0.991952166;0.513004551;0.992398823;;;;;;;;;
456e57667416322ca39859f9978e931b;0.506415046;0.991119238;0.512649116;0.992422501;;;;;;;;;
e00e257b4a3b43c26f8c65146b0aff42;0.457435183;0.99156343;0.497108314;0.992430938;;;;;;;;;
0b1ef9bf3306b3bc0bc978c3530ed1d3;0.44410486;0.992329817;0.477754461;0.992435392;;;;;;;;;
782aa0f0ea5f46cde871537fee5a5d28;0.453851204;0.991410737;0.506708916;0.99245588;;;;;;;;;
7fc3c33563cc617bca6e486501f1b0d6;0.463686453;0.991256871;0.506590652;0.992473148;;;;;;;;;
f295cc7fee978955df9c6dc3ae4476d4;0.391348834;0.991094371;0.462704713;0.992476004;;;;;;;;;
4ed4e7063c8bca2296c9934e05431bab;0.499565817;0.992008598;0.477326396;0.992482732;;;;;;;;;
dac0796aaf77befcccd5e957a23694b0;0.502704313;0.991146381;0.534715652;0.992485494;;;;;;;;;
7ca54e9d51c8bb4e04adb80b7d78b7fb;0.314356063;0.991117535;0.359101514;0.99248557;;;;;;;;;
18e830a71b27f8ceeff68944b7370636;0.442546227;0.991478597;0.44948613;0.992485907;;;;;;;;;
e641f8644f71e3440d06e770eb9d20c5;0.515851876;0.99280837;0.5365616;0.992501763;;;;;;;;;
396884aee9f119d1bf8bac94a85d32f6;0.545419964;0.992383077;0.559451486;0.992503027;;;;;;;;;
b634bc96d31bc25007cae34f7d35f4ca;0.495816857;0.989643415;0.51280273;0.992505753;;;;;;;;;
df8b6e6c5d32e91b951a6cc7f614ce8f;0.498103455;0.992536376;0.521263433;0.99252348;;;;;;;;;
d5deef690e403e5be0dd3a1185f6e8b8;0.498437329;0.99154012;0.512310392;0.992524641;;;;;;;;;
bbaa2d875c06e67c78d32f8c71cfde91;0.173933214;0.990252222;0.165428;0.992525968;;;;;;;;;
575806d00af67accd8d671c799ae8dd2;0.519407667;0.991254945;0.560702257;0.992531948;;;;;;;;;
90bd028770a87c6a154a0b27f5078d85;0.490484357;0.99236178;0.536112647;0.992536736;;;;;;;;;
3840cc84b03d41e05757112040cc9a73;0.496933545;0.9916154;0.520174954;0.992544274;;;;;;;;;
88b3af8631f97f580be22cb4dd82db0c;0.46983591;0.991687355;0.496248972;0.99254896;;;;;;;;;
f71eb24d28fb5417e1ac703e9865011d;0.441058291;0.991705969;0.471698247;0.992572319;;;;;;;;;
c7e51bea60639990a5de759c418daea9;0.40303855;0.991925818;0.448903486;0.992591604;;;;;;;;;
d9b7663e7476d2c6a53fc54dcb6380ec;0.482374178;0.992001061;0.483095948;0.992597769;;;;;;;;;
0ea2adde80cfeaf7d8b47b2570b93080;0.512573119;0.992379924;0.530295853;0.992608179;;;;;;;;;
8e5ffb5712f012f3f7e99756fcbf96d4;0.495032673;0.991788835;0.527774386;0.992612999;;;;;;;;;
9e7e9b62ade55553e9689afe8c1eecc1;0.49076378;0.991837168;0.533748008;0.99261981;;;;;;;;;
e864209735fd8f03a80f1ac46b45ef94;0.496745522;0.992125672;0.503251941;0.992626759;;;;;;;;;
f2bc403c73da2d5671c950a1cbfa5cf6;0.435405216;0.990639399;0.46946087;0.992632313;;;;;;;;;
374658ea5263e37b62a117134364eba2;0.44875631;0.991840982;0.481643357;0.992633262;;;;;;;;;
1f89998742b31179d7c0f1c1fa8aa360;0.47733086;0.992125458;0.503152316;0.992640631;;;;;;;;;
aeec433add49eb1c9c1299b80e384a19;0.437402458;0.991310607;0.498367441;0.992645572;;;;;;;;;
69fa849905fcf66d74a3c8379422ace1;0.415254483;0.990795034;0.458520799;0.992646035;;;;;;;;;
23217f6950b2ab517c13d18a11a10c05;0.529117661;0.992734046;0.540891094;0.992650275;;;;;;;;;
b426d9147d1003f4a5bae785976a3491;0.507443614;0.991773215;0.533834456;0.992651554;;;;;;;;;
498745522a4745dd285914cf5394b1af;0.480059719;0.99167282;0.533454918;0.992661532;;;;;;;;;
15d2c11449e2902d88beed0cdb497de3;0.461552416;0.991423223;0.488046007;0.992676845;;;;;;;;;
a769f0d0f52ce4496ff8d88c0763ab64;0.524160756;0.99174325;0.559075483;0.992681664;;;;;;;;;
33f0ee3e7581d9495807e416b194819b;0.487698202;0.992012866;0.515492917;0.992697092;;;;;;;;;
c2378ed3bb85caeebfeab95f19ea2893;0.517310692;0.992018669;0.538737916;0.992702513;;;;;;;;;
ed37d47f076b52c3ba2b873bbcac3f09;0.345985116;0.990783465;0.221328029;0.992705132;;;;;;;;;
0f2d1672680c0838de9ad9d35c415727;0.468242032;0.991373786;0.505887173;0.992707842;;;;;;;;;
723e8d551b7051f583af6b6955ac07ea;0.451606521;0.991684525;0.473647033;0.992714497;;;;;;;;;
24eb89f2a1afab87d06bf182e4c12a08;0.526792761;0.990080089;0.55983713;0.992737147;;;;;;;;;
beab38bf340d32742ac66d37af0f123a;0.478577826;0.987466123;0.501363893;0.992741375;;;;;;;;;
b8a667535682f1d066e36547bb4ef44c;0.500856822;0.98907932;0.506030183;0.99275191;;;;;;;;;
397d597311efa5b0f19acc2122f782b8;0.477785533;0.991192593;0.52436658;0.992755394;;;;;;;;;
4fb7a2aeabf8c9326edb1675754f357e;0.466932432;0.991181482;0.489131916;0.992765917;;;;;;;;;
7a32922d8c0dce64d3244fb6f2e441ba;0.506859537;0.991834273;0.546685392;0.992769618;;;;;;;;;
4429c6fa98d17a718a0e2d39bc80802c;0.476691091;0.991545665;0.517063451;0.992772568;;;;;;;;;
1a3fcae8331ad30df7411bd721c2a744;0.458499179;0.991504631;0.521636222;0.992776916;;;;;;;;;
bd8716f122b8c584afcbb16efdc16378;0.474925748;0.991518075;0.508836706;0.992778068;;;;;;;;;
075813d11ae610b46f301b5d2cb24134;0.45144635;0.991199917;0.471537883;0.992791707;;;;;;;;;
613cc70f715ac6d1c094a0eb8154d3ea;0.457333018;0.991637802;0.462243547;0.992796265;;;;;;;;;
4b6be49d6f3ea969bd5db0dad88a7273;0.630222162;0.993022078;0.563876106;0.992805244;;;;;;;;;
bc2a5d802726c0c5bdcce75a396ae5b2;0.493214148;0.992067765;0.50635316;0.992808934;;;;;;;;;
b2956fec20671a32bec4b327a9b2f54b;0.524413291;0.992098091;0.538175519;0.992819674;;;;;;;;;
7d044f0e42d3524bc974570fa4e299ee;0.416870539;0.990943177;0.474445958;0.992820612;;;;;;;;;
299b070985e803093b0196c3c40c3e31;0.437414479;0.992442077;0.466216642;0.992821132;;;;;;;;;
b60dfc26ce0261a33b115a8085688d7b;0.51750108;0.992050781;0.533513408;0.992825458;;;;;;;;;
a5362c8960f63eedd4d071cc3c21dcde;0.489299039;0.990859222;0.51093975;0.992838735;;;;;;;;;
968c0ade42bcf360f76c232eac1a47b3;0.429544511;0.991490312;0.46095389;0.992852869;;;;;;;;;
3d600631a6bc9c6efac5d8d36520be0a;0.476181314;0.991500314;0.537383985;0.992857283;;;;;;;;;
00463c4e7ce67fbee001dad0c6ca2570;0.478594433;0.9915857;0.498675314;0.99285841;;;;;;;;;
d7c39117e4443f5b41f0eb2e9fa0dc68;0.475209734;0.991937533;0.550037922;0.99286056;;;;;;;;;
51aef8e6f55c5ebabd53aa57c8d0dc63;0.587940563;0.992435109;0.573075316;0.992861151;;;;;;;;;
e7916c90c0903c1bddcc59355cb9946d;0.465662958;0.991343547;0.505283962;0.992870693;;;;;;;;;
95c20313ecab7a9d5f24eb8188786f30;0.424905698;0.991354421;0.463566305;0.992872317;;;;;;;;;
da36e03d6685ad1c7a6fc51d469fece7;0.496210484;0.991826426;0.533103661;0.992877953;;;;;;;;;
fb16916262566c2b8270c937157e94ed;0.511403178;0.991229569;0.549524373;0.992878927;;;;;;;;;
018a8521d3c702422d6d94235493725a;0.499938979;0.991704898;0.506015079;0.992893263;;;;;;;;;
57f42faf04e5a585f2a3991e8c8313fa;0.474791741;0.990113305;0.510706114;0.992900073;;;;;;;;;
966b48db3fa08e7d92454b4158adfdda;0.401289366;0.991580974;0.468923218;0.992908275;;;;;;;;;
61b001abe6e814f6b34021b9bce384d6;0.514732938;0.99168112;0.544819519;0.992910438;;;;;;;;;
cdd94c87119f1015aff02a23ce20fa29;0.499449769;0.991919092;0.507120269;0.992915777;;;;;;;;;
7a7359488cbd51a1d4ad02a43d0cd4e9;0.508886024;0.991684595;0.556207579;0.992919912;;;;;;;;;
ecfc471e206f353a6aab17b9a4983c43;0.411437175;0.991761375;0.461822231;0.992926216;;;;;;;;;
10974d00977710b7d6d1d3c5b32dba34;0.537114264;0.992081836;0.555438863;0.992932894;;;;;;;;;
72197e1f816159d012b27856ede0e34c;0.490417142;0.991780735;0.512489073;0.992933806;;;;;;;;;
e1534330d4adf152edc7de124053c281;0.487042212;0.992328944;0.500669735;0.992935099;;;;;;;;;
8a2a2449523ee19b242f2d16c933d376;0.514786868;0.991803187;0.535487904;0.992945395;;;;;;;;;
d3ed9a009aa791c4d57f1c822136096a;0.433575417;0.992244367;0.447425828;0.992945427;;;;;;;;;
5f6ca6660a8464117994380047d26fb1;0.482493288;0.99151005;0.5212885;0.992952614;;;;;;;;;
55b8c26378479d8e17e115fb37a8f773;0.470869323;0.991979704;0.483334405;0.9929545;;;;;;;;;
1a964432f3700014d70e9b66b28ee0a2;0.394561798;0.991451264;0.475543115;0.992956405;;;;;;;;;
2f00a1dbcea4e1a0c9d2582ce3fe2aa0;0.473768512;0.99162211;0.494302113;0.992956538;;;;;;;;;
3b0b61c86fde494d6e36ab626cf7524a;0.487685813;0.991517336;0.525868984;0.992958329;;;;;;;;;
16985356a5fdf86896d46dcdbb73a030;0.485855186;0.991557445;0.545684646;0.992962243;;;;;;;;;
6169ab83583859599b4d1e877b963995;0.501693589;0.991603827;0.525768074;0.992972385;;;;;;;;;
c047be5b94f7590067ee0acb843341a1;0.525623044;0.992208491;0.562939313;0.992972799;;;;;;;;;
0b53f7dc9bbf6bd39ef8d460119ee704;0.482469907;0.992087291;0.529299928;0.992976897;;;;;;;;;
52cc5d47f5cf9a2f9e32f05555093c0b;0.589001941;0.992903231;0.570120642;0.992984477;;;;;;;;;
9df8a0744ba973814e4eb45d5f70579b;0.490232708;0.991965381;0.528831049;0.992986011;;;;;;;;;
49975a0b491e2dc503406898e0c9106a;0.47710694;0.991497257;0.515310379;0.993001411;;;;;;;;;
75ce8a47e5b0cd1074e7966c42cf83df;0.492897387;0.9912558;0.53967021;0.99300275;;;;;;;;;
00c8a0a2d116714832d60afcf2b45d02;0.538010656;0.991809419;0.5620308;0.993011412;;;;;;;;;
9a4c882e11c3790c6d7cebff775944f0;0.517292349;0.992074516;0.549479381;0.993024926;;;;;;;;;
73e2b8f27186852f3dff88130e43a407;0.509321528;0.992113366;0.543056805;0.993027868;;;;;;;;;
3ef0d4fc8205507c303dc61622e7e9d0;0.472363027;0.991481817;0.496783088;0.993029796;;;;;;;;;
774c3ce29e0b72906605ac3a825b3700;0.464426436;0.991336051;0.491952257;0.993032353;;;;;;;;;
9a077ef6d35dcd63edeba9359b92c7eb;0.497384053;0.992128308;0.529098108;0.993038081;;;;;;;;;
b554108ba9586cdfa328da1867d7deac;0.398269946;0.991480212;0.445359741;0.993043034;;;;;;;;;
9529bf441128366f2ee9dc00bf9dceb2;0.483298085;0.991716493;0.532926586;0.993068948;;;;;;;;;
8330ad7bbaba8021ccf8346532882ddc;0.470567458;0.992151636;0.497491709;0.993077473;;;;;;;;;
394af9897dc3ea69adcc55ed0bf9b28f;0.484681103;0.992310308;0.506435752;0.993084243;;;;;;;;;
99fc7a85c479cabd7cce37d90a77e89f;0.47944954;0.991701229;0.502534644;0.993087624;;;;;;;;;
0d9bddb95d1988b89f62f3d4e167769e;0.487871005;0.991672509;0.499546547;0.993089847;;;;;;;;;
4edf53a315a627254dfc7ff862d3eda6;0.477252434;0.990225787;0.502116542;0.993103258;;;;;;;;;
8edba2ed9bb97504a4d64e168e956fbd;0.502021273;0.992030961;0.547363161;0.993109174;;;;;;;;;
d660c50f0c2d5833f802362e9a6b2ad2;0.472043662;0.991181047;0.505786906;0.993109525;;;;;;;;;
f56aae55cffd0acb343e8501a0d86813;0.502412005;0.99182079;0.506215292;0.993116119;;;;;;;;;
b3f822601c567eaaa8a8ed254b537802;0.48920002;0.992075358;0.520823799;0.993119482;;;;;;;;;
3dc186374c5aa14c829af36f6d358c28;0.19427556;0.990874516;0.255421187;0.993119627;;;;;;;;;
5b787192c33c0776214a428870ed83e9;0.431967847;0.991096972;0.460572424;0.993125109;;;;;;;;;
2375acd182099cca59f2ed63280de8c7;0.424044374;0.991936436;0.483684055;0.993130837;;;;;;;;;
48efc5adc96c8616eac22c68e2b88bf1;0.449425246;0.991717162;0.490906199;0.993132623;;;;;;;;;
